Artist,Album,Genre,Released,Cover Url,Track Number,Track,Duration
The Beatles,Let It Be,Rock & Roll,1970,https://www.theaudiodb.com/images/media/album/thumb/let-it-be-4ddaafee1afb4.jpg,10,The Long And Winding Road,03:38
The Beatles,Let It Be,Rock & Roll,1970,https://www.theaudiodb.com/images/media/album/thumb/let-it-be-4ddaafee1afb4.jpg,11,For You Blue,02:32
The Beatles,Let It Be,Rock & Roll,1970,https://www.theaudiodb.com/images/media/album/thumb/let-it-be-4ddaafee1afb4.jpg,12,Get Back,03:07
The Beatles,Rubber Soul,Rock & Roll,1965,https://www.theaudiodb.com/images/media/album/thumb/rubber-soul-4ddaafee1c33b.jpg,1,Drive My Car,02:21
The Beatles,Rubber Soul,Rock & Roll,1965,https://www.theaudiodb.com/images/media/album/thumb/rubber-soul-4ddaafee1c33b.jpg,2,Norwegian Wood (This Bird Has Flown),02:05
The Beatles,Rubber Soul,Rock & Roll,1965,https://www.theaudiodb.com/images/media/album/thumb/rubber-soul-4ddaafee1c33b.jpg,3,You Won't See Me,03:18
The Beatles,Rubber Soul,Rock & Roll,1965,https://www.theaudiodb.com/images/media/album/thumb/rubber-soul-4ddaafee1c33b.jpg,4,Nowhere Man,02:44
The Beatles,Rubber Soul,Rock & Roll,1965,https://www.theaudiodb.com/images/media/album/thumb/rubber-soul-4ddaafee1c33b.jpg,5,Think For Yourself,02:18
The Beatles,Rubber Soul,Rock & Roll,1965,https://www.theaudiodb.com/images/media/album/thumb/rubber-soul-4ddaafee1c33b.jpg,6,The Word,02:41
The Beatles,Rubber Soul,Rock & Roll,1965,https://www.theaudiodb.com/images/media/album/thumb/rubber-soul-4ddaafee1c33b.jpg,7,Michelle,02:41
The Beatles,Rubber Soul,Rock & Roll,1965,https://www.theaudiodb.com/images/media/album/thumb/rubber-soul-4ddaafee1c33b.jpg,8,What Goes On,02:47
The Beatles,Rubber Soul,Rock & Roll,1965,https://www.theaudiodb.com/images/media/album/thumb/rubber-soul-4ddaafee1c33b.jpg,9,Girl,02:29
The Beatles,Rubber Soul,Rock & Roll,1965,https://www.theaudiodb.com/images/media/album/thumb/rubber-soul-4ddaafee1c33b.jpg,10,I'm Looking Through You,02:24
The Beatles,Rubber Soul,Rock & Roll,1965,https://www.theaudiodb.com/images/media/album/thumb/rubber-soul-4ddaafee1c33b.jpg,11,In My Life,02:27
The Beatles,Rubber Soul,Rock & Roll,1965,https://www.theaudiodb.com/images/media/album/thumb/rubber-soul-4ddaafee1c33b.jpg,12,Wait,02:13
The Beatles,Rubber Soul,Rock & Roll,1965,https://www.theaudiodb.com/images/media/album/thumb/rubber-soul-4ddaafee1c33b.jpg,13,If I Needed Someone,02:21
The Beatles,Rubber Soul,Rock & Roll,1965,https://www.theaudiodb.com/images/media/album/thumb/rubber-soul-4ddaafee1c33b.jpg,14,Run For Your Life,02:27
The Beatles,Sgt. Pepper's Lonely Hearts Club Band,Rock & Roll,1967,https://www.theaudiodb.com/images/media/album/thumb/uryxqr1341915333.jpg,1,Sgt. Pepper's Lonely Hearts Club Band,02:02
The Beatles,Sgt. Pepper's Lonely Hearts Club Band,Rock & Roll,1967,https://www.theaudiodb.com/images/media/album/thumb/uryxqr1341915333.jpg,2,With A Little Help From My Friends,02:44
The Beatles,Sgt. Pepper's Lonely Hearts Club Band,Rock & Roll,1967,https://www.theaudiodb.com/images/media/album/thumb/uryxqr1341915333.jpg,3,Lucy In The Sky With Diamonds,03:30
The Beatles,Sgt. Pepper's Lonely Hearts Club Band,Rock & Roll,1967,https://www.theaudiodb.com/images/media/album/thumb/uryxqr1341915333.jpg,4,Getting Better,02:49
The Beatles,Sgt. Pepper's Lonely Hearts Club Band,Rock & Roll,1967,https://www.theaudiodb.com/images/media/album/thumb/uryxqr1341915333.jpg,5,Fixing A Hole,02:38
The Beatles,Sgt. Pepper's Lonely Hearts Club Band,Rock & Roll,1967,https://www.theaudiodb.com/images/media/album/thumb/uryxqr1341915333.jpg,6,She's Leaving Home,03:37
The Beatles,Sgt. Pepper's Lonely Hearts Club Band,Rock & Roll,1967,https://www.theaudiodb.com/images/media/album/thumb/uryxqr1341915333.jpg,7,Being For The Benefit Of Mr. Kite!,02:39
The Beatles,Sgt. Pepper's Lonely Hearts Club Band,Rock & Roll,1967,https://www.theaudiodb.com/images/media/album/thumb/uryxqr1341915333.jpg,8,Within You Without You,05:07
The Beatles,Sgt. Pepper's Lonely Hearts Club Band,Rock & Roll,1967,https://www.theaudiodb.com/images/media/album/thumb/uryxqr1341915333.jpg,9,When I'm Sixty-Four,02:39
The Beatles,Sgt. Pepper's Lonely Hearts Club Band,Rock & Roll,1967,https://www.theaudiodb.com/images/media/album/thumb/uryxqr1341915333.jpg,10,Lovely Rita,02:44
The Beatles,Sgt. Pepper's Lonely Hearts Club Band,Rock & Roll,1967,https://www.theaudiodb.com/images/media/album/thumb/uryxqr1341915333.jpg,11,Good Morning Good Morning,02:43
The Beatles,Sgt. Pepper's Lonely Hearts Club Band,Rock & Roll,1967,https://www.theaudiodb.com/images/media/album/thumb/uryxqr1341915333.jpg,12,Sgt. Pepper's Lonely Hearts Club Band (Reprise),01:18
The Beatles,Sgt. Pepper's Lonely Hearts Club Band,Rock & Roll,1967,https://www.theaudiodb.com/images/media/album/thumb/uryxqr1341915333.jpg,13,A Day In The Life,05:33
The Beatles,The Beatles,Rock & Roll,1968,https://www.theaudiodb.com/images/media/album/thumb/suspyw1341916966.jpg,1,Back In The U.S.S.R.,02:43
The Beatles,The Beatles,Rock & Roll,1968,https://www.theaudiodb.com/images/media/album/thumb/suspyw1341916966.jpg,2,Dear Prudence,03:56
The Beatles,The Beatles,Rock & Roll,1968,https://www.theaudiodb.com/images/media/album/thumb/suspyw1341916966.jpg,3,Glass Onion,02:17
The Beatles,The Beatles,Rock & Roll,1968,https://www.theaudiodb.com/images/media/album/thumb/suspyw1341916966.jpg,4,Ob-La-Di Ob-La-Da,03:08
The Beatles,The Beatles,Rock & Roll,1968,https://www.theaudiodb.com/images/media/album/thumb/suspyw1341916966.jpg,5,Wild Honey Pie,00:52
The Beatles,The Beatles,Rock & Roll,1968,https://www.theaudiodb.com/images/media/album/thumb/suspyw1341916966.jpg,6,The Continuing Story Of Bungalow Bill,03:14
The Beatles,The Beatles,Rock & Roll,1968,https://www.theaudiodb.com/images/media/album/thumb/suspyw1341916966.jpg,7,While My Guitar Gently Weeps,04:45
The Beatles,The Beatles,Rock & Roll,1968,https://www.theaudiodb.com/images/media/album/thumb/suspyw1341916966.jpg,8,Happiness Is A Warm Gun,02:43
The Beatles,The Beatles,Rock & Roll,1968,https://www.theaudiodb.com/images/media/album/thumb/suspyw1341916966.jpg,9,Martha My Dear,02:28
The Beatles,The Beatles,Rock & Roll,1968,https://www.theaudiodb.com/images/media/album/thumb/suspyw1341916966.jpg,10,I'm So Tired,02:03
The Beatles,The Beatles,Rock & Roll,1968,https://www.theaudiodb.com/images/media/album/thumb/suspyw1341916966.jpg,11,Blackbird,02:18
The Beatles,The Beatles,Rock & Roll,1968,https://www.theaudiodb.com/images/media/album/thumb/suspyw1341916966.jpg,12,Piggies,02:04
The Beatles,The Beatles,Rock & Roll,1968,https://www.theaudiodb.com/images/media/album/thumb/suspyw1341916966.jpg,13,Rocky Raccoon,03:32
The Beatles,The Beatles,Rock & Roll,1968,https://www.theaudiodb.com/images/media/album/thumb/suspyw1341916966.jpg,14,Don't Pass Me By,03:50
The Beatles,The Beatles,Rock & Roll,1968,https://www.theaudiodb.com/images/media/album/thumb/suspyw1341916966.jpg,15,Why Don't We Do It In The Road?,01:41
The Beatles,The Beatles,Rock & Roll,1968,https://www.theaudiodb.com/images/media/album/thumb/suspyw1341916966.jpg,16,I Will,01:46
The Beatles,The Beatles,Rock & Roll,1968,https://www.theaudiodb.com/images/media/album/thumb/suspyw1341916966.jpg,17,Julia,02:54
The Ronnie Scott Quartet,1612 Overture,Jazz,1963,,1,1612 Overture,17:56
The Ronnie Scott Quartet,1612 Overture,Jazz,1963,,2,The Club And I,16:22
