Catalogue Export,JobName = Catalogue Export FileName = Example.csv,29-10-2023 12:36:51,29-10-2023 12:36:51,
Catalogue Export,JobName = Catalogue Export FileName = Example.csv,29-10-2023 12:43:52,29-10-2023 12:43:52,
Catalogue Export,JobName = Catalogue Export FileName = 2023-10-29 Export.csv,29-10-2023 16:26:03,29-10-2023 16:26:03,
